Date,SPY,base100
2006-03-20,90.64942932128906,108.38491489054466
2006-03-21,90.07938385009766,107.70334049629406
2006-03-22,90.62857055664062,108.3599751259144
2006-03-23,90.44088745117188,108.13557197671722
2006-03-24,90.5103988647461,108.21868324063328
2006-03-27,90.3783187866211,108.06076180490558
2006-03-28,89.82225036621094,107.39589905981471
2006-03-29,90.3852767944336,108.06908114116851
2006-03-30,90.22537994384766,107.8779006045476
2006-03-31,90.24622344970703,107.90282212501943
2006-04-03,90.1767349243164,107.81973822734105
2006-04-04,90.75369262695312,108.50957722537918
2006-04-05,91.06648254394531,108.88356422988265
2006-04-06,90.96912384033203,108.76715737675644
2006-04-07,90.04464721679688,107.66180766953413
2006-04-10,90.18370819091797,107.82807580776246
2006-04-11,89.4190902709961,106.91386102676488
2006-04-12,89.58586883544922,107.11326967885635
2006-04-13,89.46772766113281,106.9720142818922
2006-04-17,89.4329833984375,106.93047233305302
2006-04-18,90.85100555419922,108.62592934602999
2006-04-19,91.02474975585938,108.83366645646359
2006-04-20,91.14989471435547,108.98329592216609
2006-04-21,91.16378021240234,108.99989810637499
2006-04-24,90.99698638916016,108.80047121012504
2006-04-25,90.6216049194336,108.35164666757223
2006-04-26,90.64248657226562,108.37661379844022
2006-04-27,91.08038330078125,108.90018465825
2006-04-28,91.38623809814453,109.26587969272828
2006-05-01,90.64248657226562,108.37661379844022
2006-05-02,91.32366180419922,109.1910603988374
2006-05-03,90.98307037353516,108.78383253759918
2006-05-04,91.30975341796875,109.1744308483908
2006-05-05,92.11612701416016,110.13857076904512
2006-05-08,92.00487518310547,110.00555260963077
2006-05-09,92.18560791015625,110.22164554464425
2006-05-10,92.13695526123047,110.16347404535844
2006-05-11,91.02474975585938,108.83366645646355
2006-05-12,89.83614349365234,107.4125103661028
2006-05-15,90.0168685913086,107.62859417903705
2006-05-16,89.8847885131836,107.47067274330935
2006-05-17,88.17483520507812,105.42616849045918
2006-05-18,87.72994995117188,104.89424180606954
2006-05-19,88.34857940673828,105.6339056008928
2006-05-22,87.67432403564453,104.82773272636237
2006-05-23,87.00703430175781,104.02988831017407
2006-05-24,87.70215606689453,104.86101007141406
2006-05-25,88.78651428222656,106.15752207109878
2006-05-26,89.23832702636719,106.6977316034344
2006-05-30,87.6534652709961,104.80279296173207
2006-05-31,88.63359832763672,105.9746882369785
2006-06-01,89.48165893554688,106.98867119857644
2006-06-02,89.66930389404297,107.21302873737744
2006-06-05,88.36248016357422,105.65052602926018
2006-06-06,88.1469955444336,105.39288202332826
2006-06-07,87.48667907714844,104.60337518756135
2006-06-08,87.41017150878906,104.51189897698619
2006-06-09,87.13214111328125,104.17947216548036
2006-06-12,86.18680572509766,103.04918269362776
2006-06-13,85.18583679199219,101.85237501998874
2006-06-14,85.84619903564453,102.64193658823106
2006-06-15,87.66739654541016,104.81944987841634
2006-06-16,87.02854919433594,104.05561257361857
2006-06-19,86.34434509277344,103.23754450776481
2006-06-20,86.63758087158203,103.58815162318731
2006-06-21,87.27989959716797,104.3561394740373
2006-06-22,86.89590454101562,103.89701610402744
2006-06-23,86.88195037841797,103.88033182110541
2006-06-26,87.26593780517578,104.33944606903604
2006-06-27,86.51190185546875,103.43788361193833
2006-06-28,87.098388671875,104.1391160869418
2006-06-29,88.85779571533203,106.24274965739748
2006-06-30,88.86479949951172,106.25112372613582
2006-07-03,89.22781372070312,106.68516137824761
2006-07-05,88.71815490722656,106.07578824114722
2006-07-06,88.97650909423828,106.3846892103043
2006-07-07,88.39697265625,105.69176694948455
2006-07-10,88.56452178955078,105.89209693157882
2006-07-11,88.95552825927734,106.35960349240625
2006-07-12,88.00601196289062,105.22431512113253
2006-07-13,86.57471466064453,103.5129856902855
2006-07-14,86.23961639404297,103.11232572609697
2006-07-17,86.11392974853516,102.96204859276874
2006-07-18,86.55381774902344,103.48800031525904
2006-07-19,87.7546615600586,104.9237882207138
2006-07-20,87.15422058105469,104.20587146278832
2006-07-21,86.53980255126953,103.47124305570314
2006-07-24,88.11772918701172,105.35788972738027
2006-07-25,88.431884765625,105.73350958406694
2006-07-26,88.55056762695312,105.8754126486568
2006-07-27,88.46678924560547,105.77524309657005
2006-07-28,89.35347747802734,106.83541114533814
2006-07-31,89.2627182006836,106.72689489075076
2006-08-01,88.82286834716797,106.20098877865665
2006-08-02,89.42330932617188,106.91890553658212
2006-08-03,89.66069030761719,107.20272990992036
2006-08-04,89.5071029663086,107.01909333282735
2006-08-07,89.29765319824219,106.76866489157086
2006-08-08,88.95552825927734,106.35960349240628
2006-08-09,88.6552963256836,106.00063143032467
2006-08-10,88.92759704589844,106.32620756032453
2006-08-11,88.67626953125,106.0257080261435
2006-08-14,88.74607849121094,106.10917505114976
2006-08-15,89.80730438232422,107.37802890659198
2006-08-16,90.5544204711914,108.27131763782296
2006-08-17,90.78477478027344,108.54674057618516
2006-08-18,91.24556732177734,109.09768679578116
2006-08-21,90.85459899902344,108.6302258453499
2006-08-22,90.84761810302734,108.62187914284927
2006-08-23,90.59624481201172,108.32132487619283
2006-08-24,90.51947784423828,108.22953851492365
2006-08-25,90.63119506835938,108.36311312117137
2006-08-28,91.06404113769531,108.88064516452715
2006-08-29,91.1688003540039,109.00590043451197
2006-08-30,91.22460174560547,109.07261932204155
2006-08-31,91.21063232421875,109.05591679496108
2006-09-01,91.75524139404297,109.70707817703999
2006-09-05,91.9297866821289,109.91577310579336
2006-09-06,91.119873046875,108.94740054037368
2006-09-07,90.70098114013672,108.44655277993994
2006-09-08,90.95933532714844,108.75545374909701
2006-09-11,91.05008697509766,108.86396088160515
2006-09-12,91.94375610351562,109.93247563287387
2006-09-13,92.31378173828125,110.37489647580325
2006-09-14,92.32079315185547,110.38327966662082
2006-09-15,92.53744506835938,110.64231935067579
2006-09-18,92.66368865966797,110.79326239578819
2006-09-19,92.43229675292969,110.51659885464996
2006-09-20,92.92312622070312,111.10345870019674
2006-09-21,92.4743423461914,110.56687063331765
2006-09-22,92.19388580322266,110.23154300061489
2006-09-25,92.90211486816406,111.07833649398171
2006-09-26,93.67346954345703,112.00060607094436
2006-09-27,93.78571319580078,112.13481010065934
2006-09-28,93.75065612792969,112.09289414657148
2006-09-29,93.67346954345703,112.00060607094436
2006-10-02,93.3228759765625,111.5814191638282
2006-10-03,93.51922607421875,111.81618499503708
2006-10-04,94.61318969726562,113.12418169247951
2006-10-05,94.79551696777344,113.34218114205325
2006-10-06,94.67631530761719,113.19965777607534
2006-10-09,94.73239135742188,113.26670505845742
2006-10-10,94.85859680175781,113.41760249317365
2006-10-11,94.74641418457031,113.28347144009254
2006-10-12,95.5668716430664,114.2644507190159
2006-10-13,95.81231689453125,114.55791713010622
2006-10-16,95.95957946777344,114.73399150351287
2006-10-17,95.65803527832031,114.37345044380277
2006-10-18,95.7842788696289,114.52439348891517
2006-10-19,95.93852996826172,114.70882368690167
2006-10-20,95.95957946777344,114.73399150351287
2006-10-23,96.4013900756836,115.26224198997053
2006-10-24,96.68887329101562,115.60597105764934
2006-10-25,97.01850128173828,116.00009049102592
2006-10-26,97.31998443603516,116.36055857410214
2006-10-27,96.70996856689453,115.63119360673593
2006-10-30,96.63980865478516,115.54730696608482
2006-10-31,96.62574768066406,115.5304949740535
2006-11-01,95.97361755371094,114.75077612930644
2006-11-02,95.91748809814453,114.6836649923697
2006-11-03,95.74918365478516,114.48243192443111
2006-11-06,96.82916259765625,115.77370785063457
2006-11-07,97.2008285522461,116.21808994059961
2006-11-08,97.41118621826172,116.46960390928515
2006-11-09,96.89924621582031,115.85750327049331
2006-11-10,96.94132995605469,115.90782065955719
2006-11-13,97.17974853515625,116.19288563567147
2006-11-14,97.90907287597656,117.06490167812488
2006-11-15,98.18959045410156,117.40030228746154
2006-11-16,98.44200134277344,117.70209715689404
2006-11-17,98.47007751464844,117.73566640848125
2006-11-20,98.52621459960938,117.80278666749722
2006-11-21,98.62435913085938,117.9201330947847
2006-11-22,98.82067108154297,118.15485331559739
2006-11-24,98.4210205078125,117.67701143899596
2006-11-27,97.06756591796875,116.05875458259034
2006-11-28,97.48832702636719,116.56183725243685
2006-11-29,98.50515747070312,117.7776097288068
2006-11-30,98.54724884033203,117.82793623994993
2006-12-01,98.3298110961914,117.5679569817337
2006-12-04,99.08016204833984,118.46511347456061
2006-12-05,99.50792694091797,118.97657021314545
2006-12-06,99.42376708984375,118.87594455709691
2006-12-07,98.9890365600586,118.35615936016993
2006-12-08,99.17133331298828,118.57412232142673
2006-12-11,99.45881652832031,118.91785138910551
2006-12-12,99.3817367553711,118.82569102258766
2006-12-13,99.48692321777344,118.95145712900967
2006-12-14,100.36345672607422,119.9994836903151
2006-12-15,100.37262725830078,120.01044842955635
2006-12-18,100.09762573242188,119.68164308350708
2006-12-19,100.28802490234375,119.90929369291217
2006-12-20,100.23157501220703,119.84179942864752
2006-12-21,99.86491394042969,119.40340142266106
2006-12-22,99.25139617919922,118.66984942092567
2006-12-26,99.83672332763672,119.36969533988528
2006-12-27,100.49250030517578,120.15377453850695
2006-12-28,100.28094482421875,119.90082840338141
2006-12-29,99.86491394042969,119.40340142266102
2007-01-03,99.68863677978516,119.19263578192114
2007-01-04,99.90013885498047,119.44551806249204
2007-01-05,99.10334777832031,118.4928354733577
2007-01-08,99.56169891357422,119.04086262759827
2007-01-09,99.47706604003906,118.93967140263713
2007-01-10,99.80848693847656,119.33593452463407
2007-01-11,100.24568176269531,119.85866615315418
2007-01-12,101.00724792480469,120.76923210245747
2007-01-16,100.80980682373047,120.53316181391789
2007-01-17,100.8521499633789,120.58378935367577
2007-01-18,100.51364135742188,120.17905182006889
2007-01-19,100.71107482910156,120.41511298652922
2007-01-22,100.40084075927734,120.04418187856969
2007-01-23,100.69695281982422,120.39822801786401
2007-01-24,101.5079574584961,121.36790504061439
2007-01-25,100.316162109375,119.94293592113311
2007-01-26,100.2245864868164,119.83344360406754
2007-01-29,100.16815948486328,119.76597670604062
2007-01-30,100.6899642944336,120.38987219328415
2007-01-31,101.36688995361328,121.19923779554709
2007-02-01,101.97337341308594,121.92437924022718
2007-02-02,102.11437225341797,122.09296438658137
2007-02-05,102.14258575439453,122.12669783559484
2007-02-06,102.17073822021484,122.1603583079744
2007-02-07,102.39644622802734,122.4302259000821
2007-02-08,102.26248168945312,122.27005131078319
2007-02-09,101.5008544921875,121.359412384846
2007-02-12,101.15534210205078,120.9463007825008
2007-02-13,102.00860595703125,121.96650500213748
2007-02-14,102.67852783203125,122.76749653566208
2007-02-15,102.81248474121094,122.92766200288176
2007-02-16,102.76316833496094,122.86869688270248
2007-02-20,102.98171997070312,123.13000796448709
2007-02-21,102.93946075439453,123.07948076760078
2007-02-22,102.8618392944336,122.9866727334572
2007-02-23,102.45989990234375,122.50609423308507
2007-02-26,102.36822509765625,122.3964833289894
2007-02-27,98.36997985839844,117.61598472890931
2007-02-28,99.37837982177734,118.82167730772383
2007-03-01,99.08214569091797,118.46748521516173
2007-03-02,97.78466796875,116.91615705410814
2007-03-05,96.8539047241211,115.80329075359566
2007-03-06,98.51099395751953,117.78458811942194
2007-03-07,98.41226196289062,117.6665392920333
2007-03-08,99.244384765625,118.66146623010798
2007-03-09,99.2725830078125,118.69518143496298
2007-03-12,99.42066955566406,118.8722409929271
2007-03-13,97.48848724365234,116.56202881610072
2007-03-14,98.2148208618164,117.43046900349377
2007-03-15,98.34883880615234,117.59070744734731
2007-03-16,98.07339477539062,117.2613730207024
2007-03-19,99.25569152832031,118.67498515153525
2007-03-20,99.80081939697266,119.3267668350022
2007-03-21,101.44330596923828,121.29060454117146
2007-03-22,101.3653793334961,121.19743162385845
2007-03-23,101.51409149169922,121.3752391923199
2007-03-26,101.37957000732422,121.21439869123678
2007-03-27,101.1388931274414,120.92663357966873
2007-03-28,100.40264129638672,120.04633468926933
2007-03-29,100.50877380371094,120.17323193351656
2007-03-30,100.53003692626953,120.19865516834636
2007-04-02,100.6432876586914,120.33406331252046
2007-04-03,101.7264404296875,121.62913402368596
2007-04-04,101.83976745605469,121.7646333886524
2007-04-05,102.11585998535156,122.09474319203237
2007-04-09,102.25746154785156,122.26404898264617
2007-04-10,102.3777847290039,122.40791329427174
2007-04-11,101.96009063720703,121.90849770027799
2007-04-12,102.41320037841797,122.45025798608368
2007-04-13,102.88045501708984,123.0089306067923
2007-04-16,103.857421875,124.17704021915594
2007-04-17,104.1335220336914,124.50715914461516
2007-04-18,104.26097869873047,124.65955260032607
2007-04-19,104.2326431274414,124.62567319804482
2007-04-20,105.21675109863281,125.80232107657304
2007-04-23,104.82026672363281,125.3282648628544
2007-04-24,104.86273193359375,125.37903835588007
2007-04-25,105.82553100585938,126.53020826710308
2007-04-26,105.94590759277344,126.6741364332833
2007-04-27,105.8609619140625,126.57257120307348
2007-04-30,104.98307037353516,125.5229209116641
2007-05-01,105.25210571289062,125.84459279175108
2007-05-02,105.86804962158203,126.58104561468342
2007-05-03,106.44145202636719,127.26663372379772
2007-05-04,106.84500122070312,127.74913698288857
2007-05-07,106.86624908447266,127.77454197355989
2007-05-08,106.72469329833984,127.6052909154215
2007-05-09,107.01493835449219,127.9523221757836
2007-05-10,105.89635467529297,126.61488852864771
2007-05-11,106.80255889892578,127.69839085610062
2007-05-14,106.56893920898438,127.41906366782555
2007-05-15,106.59723663330078,127.45289745971063
2007-05-16,107.32638549804688,128.32470369434162
2007-05-17,107.11402893066406,128.07079974089635
2007-05-18,108.04854583740234,129.18815410439277
2007-05-21,107.99186706542969,129.12038617775107
2007-05-22,107.90692901611328,129.01883006962052
2007-05-23,107.92115020751953,129.03583362531577
2007-05-24,106.94413757324219,127.86766928047672
2007-05-25,107.3901596069336,128.4009551546725
2007-05-29,107.77952575683594,128.86650046846427
2007-05-30,108.65737915039062,129.91610514947746
2007-05-31,108.54414367675781,129.78071524946185
2007-06-01,109.08219146728516,130.42403164339808
2007-06-04,109.09632873535156,130.44093485622176
2007-06-05,108.66447448730469,129.92458868316658
2007-06-06,107.49632263183594,128.5278888872366
2007-06-07,105.5565414428711,126.2085911194915
2007-06-08,106.92996215820312,127.85072045725683
2007-06-11,107.11402893066406,128.0707997408963
2007-06-12,105.94590759277344,126.67413643328327
2007-06-13,107.53173065185547,128.5702244569693
2007-06-14,108.21843719482422,129.39128456481237
2007-06-15,108.834228515625,130.12755494615996
2007-06-18,108.70622253417969,129.97450470074412
2007-06-19,108.97637176513672,130.2975084043995
2007-06-20,107.46192169189453,128.48675743196307
2007-06-21,108.0591812133789,129.2008702828473
2007-06-22,107.04249572753906,127.98527112598282
2007-06-25,106.53057098388672,127.37318873134944
2007-06-26,105.43555450439453,126.06393318697249
2007-06-27,106.93577575683594,127.85767148163445
2007-06-28,106.92164611816406,127.84077739089001
2007-06-29,106.95708465576172,127.88314944893966
2007-07-02,107.9240951538086,129.03935474790075
2007-07-03,108.31513977050781,129.50690691912436
2007-07-05,108.20143127441406,129.37095145019612
2007-07-06,108.77021789550781,130.05102070137283
2007-07-09,108.85555267333984,130.15305115762365
2007-07-10,107.30551147460938,128.29974568555286
2007-07-11,108.06635284423828,129.20944503732878
2007-07-12,109.772705078125,131.24964366877973
2007-07-13,110.09981536865234,131.64075281600856
2007-07-16,110.08556365966797,131.62371277199637
2007-07-17,110.02873992919922,131.5557715258492
2007-07-18,109.82959747314453,131.31766701364006
2007-07-19,110.2562026977539,131.82773719618112
2007-07-20,109.13998413085938,130.49313139360825
2007-07-23,109.47411346435547,130.89263285373386
2007-07-24,107.57572174072266,128.62282236584218
2007-07-25,107.79611206054688,128.88633186872264
2007-07-26,105.24360656738281,125.83443079548265
2007-07-27,103.1745376586914,123.36055027301009
2007-07-30,104.78856658935547,125.29036262363033
2007-07-31,103.60828399658203,123.87915872171567
2007-08-01,104.11308288574219,124.48272109434293
2007-08-02,104.94500732421875,125.47741085835749
2007-08-03,102.24314880371094,122.24693596200026
2007-08-06,103.9566879272461,124.2957275920912
2007-08-07,105.06586456298828,125.62191371552953
2007-08-08,106.53057098388672,127.3731887313495
2007-08-09,103.3736343383789,123.59860005274379
2007-08-10,102.89016723632812,123.0205430136594
2007-08-13,103.25982666015625,123.46252599678547
2007-08-14,101.6814193725586,121.57530463411649
2007-08-15,100.28072357177734,119.9005638630837
2007-08-16,101.03441619873047,120.8017158266158
2007-08-17,102.89016723632812,123.02054301365939
2007-08-20,102.84037780761719,122.96101232456749
2007-08-21,103.04659271240234,123.20757300422807
2007-08-22,104.26948547363281,124.66972371867388
2007-08-23,104.17709350585938,124.55925533913008
2007-08-24,105.46399688720703,126.09794029836303
2007-08-27,104.4827880859375,124.92475880994438
2007-08-28,102.18623352050781,122.17888525090224
2007-08-29,104.19125366210938,124.57618591819146
2007-08-30,103.91403198242188,124.24472604708463
2007-08-31,104.9378662109375,125.46887259219291
2007-09-04,105.99729919433594,126.73558275901475
2007-09-05,105.08003997802734,125.63886253874938
2007-09-06,105.32179260253906,125.92791386348965
2007-09-07,103.85711669921875,124.17667533598664
2007-09-10,103.65802764892578,123.93863467833216
2007-09-11,104.8667221069336,125.38380920332042
2007-09-12,105.13695526123047,125.70691324984739
2007-09-13,105.87639617919922,126.59102516936731
2007-09-14,105.86930084228516,126.58254163567815
2007-09-17,105.30049896240234,125.90245414034295
2007-09-18,108.4004898071289,129.60895561953373
2007-09-19,109.04042053222656,130.37408825958295
2007-09-20,108.27247619628906,129.45589625203863
2007-09-21,108.56468963623047,129.8052810088435
2007-09-24,108.36461639404297,129.56606360296763
2007-09-25,108.15031433105469,129.30983351931727
2007-09-26,108.7218017578125,129.9931319865434
2007-09-27,109.36476135253906,130.7618860920492
2007-09-28,109.00048065185547,130.32633417478425
2007-10-01,110.22919464111328,131.79544503568684
2007-10-02,110.07923126220703,131.61614144623078
2007-10-03,109.85765075683594,131.35120889898957
2007-10-04,110.0291748046875,131.5562914843656
2007-10-05,111.33649444580078,133.11938712763322
2007-10-08,110.74353790283203,132.4104191294379
2007-10-09,111.78655242919922,133.65749858174465
2007-10-10,111.60079193115234,133.43539419651486
2007-10-11,111.06497955322266,132.79475057179465
2007-10-12,111.67941284179688,133.5293972230383
2007-10-15,110.73641204833984,132.40189910743183
2007-10-16,109.85765075683594,131.3512088989896
2007-10-17,110.19346618652344,131.7527263386263
2007-10-18,109.79342651367188,131.27441923598383
2007-10-19,106.92158508300781,127.84070441425617
2007-10-22,107.54315185546875,128.58388020958517
2007-10-23,108.41462707519531,129.62585883235738
2007-10-24,108.21465301513672,129.38676001351158
2007-10-25,108.4718246459961,129.6942470603871
2007-10-26,109.7434310913086,131.2146422507526
2007-10-29,110.10775756835938,131.65024890049298
2007-10-30,109.34333801269531,130.73627129355552
2007-10-31,110.47917938232422,132.09433908392248
2007-11-01,107.89312744140625,129.0023282282833
2007-11-02,108.01457214355469,129.1475334855565
2007-11-05,107.19302368164062,128.16524974930246
2007-11-06,108.63614654541016,129.89071840296472
2007-11-07,105.66426849365234,126.33739487829914
2007-11-08,105.12850952148438,125.69681510813358
2007-11-09,103.68543243408203,123.9714011869467
2007-11-12,102.65670776367188,122.74140738904835
2007-11-13,105.78572845458984,126.48261837973081
2007-11-14,105.49285888671875,126.13244912411163
2007-11-15,103.9712142944336,124.31309603095595
2007-11-16,104.14979553222656,124.52661653962498
2007-11-19,102.69959259033203,122.79268259643199
2007-11-20,103.3282699584961,123.54436016960861
2007-11-21,101.21363067626953,121.01599346786148
2007-11-23,102.96392059326172,123.10872615363057
2007-11-26,100.69219970703125,120.3925449625005
2007-11-27,101.84949493408203,121.77626403967811
2007-11-28,105.1070785522461,125.67119118756061
2007-11-29,105.14280700683594,125.71390988462119
2007-11-30,106.2000961303711,126.97805674717782
2007-12-03,105.50001525878906,126.14100563443466
2007-12-04,104.55699157714844,125.01348015259049
2007-12-05,106.30723571777344,127.10615810588418
2007-12-06,107.82886505126953,128.92549295488135
2007-12-07,107.80744934082031,128.89988727846688
2007-12-10,108.64326477050781,129.8992293028916
2007-12-11,105.66426849365234,126.33739487829914
2007-12-12,106.7072982788086,127.58449257476431
2007-12-13,106.48582458496094,127.31968773663243
2007-12-14,105.1356201171875,125.7053168859812
2007-12-17,103.63544464111328,123.91163332379469
2007-12-18,104.2140884399414,124.60348830134389
2007-12-19,104.2140884399414,124.60348830134389
2007-12-20,104.87133026123047,125.38931893917884
2007-12-21,106.38306427001953,127.1968224514074
2007-12-24,107.1730728149414,128.14139551210127
2007-12-26,107.40287017822266,128.41615253867926
2007-12-27,106.05268096923828,126.8017999321865
2007-12-28,105.78697204589844,126.48410527864627
2007-12-31,105.00418090820312,125.54816170490935
2008-01-02,104.08490753173828,124.44903325572577
2008-01-03,104.03466796875,124.38896436395896
2008-01-04,101.4851303100586,121.34061177954165
2008-01-07,101.39893341064453,121.2375505283372
2008-01-08,99.76150512695312,119.2797607607012
2008-01-09,100.81007385253906,120.53348108669147
2008-01-10,101.47074890136719,121.32341666018245
2008-01-11,100.65204620361328,120.3445354594833
2008-01-14,101.46360778808594,121.31487839401788
2008-01-15,99.2300796508789,118.6443623315415
2008-01-16,98.37545776367188,117.62253438180086
2008-01-17,95.82591247558594,114.5741726753043
2008-01-18,94.84204864501953,113.39781670331163
2008-01-22,93.8796615600586,112.24713938436734
2008-01-23,96.1347427368164,114.94342532068448
2008-01-24,96.9462661743164,115.9137226448229
2008-01-25,95.54585266113281,114.2393193907218
2008-01-28,97.12580871582031,116.12839253547563
2008-01-29,97.60697937011719,116.70370382871005
2008-01-30,96.88883972167969,115.8450607544161
2008-01-31,98.6555404663086,117.9574150326211
2008-02-01,100.24269104003906,119.85509029809411
2008-02-04,98.97872161865234,118.34382630904352
2008-02-05,96.32864379882812,115.1752629644587
2008-02-06,95.55303192138672,114.24790326728254
2008-02-07,96.18502044677734,115.00353982284746
2008-02-08,95.56736755371094,114.26504365416635
2008-02-11,96.05574798583984,114.84897531227847
2008-02-12,96.9462661743164,115.91372264482287
2008-02-13,97.93733215332031,117.098689859614
2008-02-14,97.07551574707031,116.06825978915415
2008-02-15,97.05399322509766,116.04252640363038
2008-02-19,97.32688903808594,116.36881405581062
2008-02-20,97.61418151855469,116.71231507150853
2008-02-21,96.80259704589844,115.74194477073623
2008-02-22,97.398681640625,116.45465282141814
2008-02-25,98.62678527832031,117.92303391598192
2008-02-26,99.36652374267578,118.80750159659199
