DATE,USD,JPY,GBP,EUR,CAD,CHF,AUD,NZD,NOK,SEK
2000-01-01,3.99,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-02,3.99,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-03,5.43,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-04,5.38,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-05,5.41,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-06,5.54,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-07,5.61,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-08,5.61,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-09,5.61,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-10,5.74,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-11,5.63,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-12,5.59,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-13,5.58,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-14,5.56,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-15,5.56,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-16,5.56,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-17,5.56,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-18,5.83,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-19,5.47,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-20,5.44,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-21,5.36,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-22,5.36,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-23,5.36,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-24,5.53,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-25,5.46,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-26,5.52,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-27,5.61,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-28,5.58,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-29,5.58,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-30,5.58,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-01-31,5.87,0.02053,6.13632,2.0,5.025,1.72924735,5.66,5.68,5.88,3.57
2000-02-01,5.79,0.0345,6.23781,2.0,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-02,5.64,0.0345,6.23781,2.0,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-03,5.71,0.0345,6.23781,2.0,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-04,5.7,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-05,5.7,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-06,5.7,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-07,5.76,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-08,5.67,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-09,5.76,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-10,5.79,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-11,5.71,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-12,5.71,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-13,5.71,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-14,5.79,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-15,5.85,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-16,5.67,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-17,5.66,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-18,5.7,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-19,5.7,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-20,5.7,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-21,5.7,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-22,5.81,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-23,5.77,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-24,5.76,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-25,5.73,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-26,5.73,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-27,5.73,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-28,5.81,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-02-29,5.85,0.0345,6.23781,2.25,5.0325,2.23797919047619,5.8,5.93,5.89,3.9
2000-03-01,5.78,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-02,5.76,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-03,5.72,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-04,5.72,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-05,5.72,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-06,5.73,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-07,5.68,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-08,5.77,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-09,5.79,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-10,5.75,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-11,5.75,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-12,5.75,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-13,5.81,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-14,5.8,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-15,5.9,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-16,5.77,0.02136,6.22838,2.25,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-17,5.76,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-18,5.76,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-19,5.76,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-20,5.82,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-21,5.81,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-22,6.02,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-23,6.04,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-24,5.98,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-25,5.98,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-26,5.98,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-27,6.07,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-28,6.02,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-29,5.98,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-30,6.11,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-03-31,6.17,0.02136,6.22838,2.5,5.108,2.43072330434783,5.89,6.26,6.0,4.06
2000-04-01,6.17,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-02,6.17,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-03,6.15,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-04,5.98,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-05,6.08,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-06,6.05,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-07,5.95,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-08,5.95,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-09,5.95,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-10,6.05,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-11,5.97,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-12,5.93,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-13,5.97,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-14,6.08,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-15,6.08,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-16,6.08,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-17,6.18,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-18,5.93,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-19,5.93,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-20,6.05,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-21,5.94,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-22,5.94,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-23,5.94,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-24,5.9,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-25,5.99,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-26,6.0,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-27,6.0,0.02,6.29647,2.5,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-28,6.06,0.02,6.29647,2.75,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-29,6.06,0.02,6.29647,2.75,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-04-30,6.06,0.02,6.29647,2.75,5.35,2.8121195,6.04,6.49,6.23,3.99
2000-05-01,6.17,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-02,6.05,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-03,6.05,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-04,6.05,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-05,5.94,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-06,5.94,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-07,5.94,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-08,6.01,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-09,5.92,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-10,5.95,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-11,6.05,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-12,6.11,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-13,6.11,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-14,6.11,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-15,6.34,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-16,6.13,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-17,6.25,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-18,6.49,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-19,6.51,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-20,6.51,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-21,6.51,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-22,6.52,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-23,6.47,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-24,6.48,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-25,6.56,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-26,6.4,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-27,6.4,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-28,6.4,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-29,6.4,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-30,6.71,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-05-31,6.83,0.021,6.30356,2.75,5.664,3.01037731818182,6.31,6.77,6.5,3.96
2000-06-01,6.65,0.02091,6.22682,2.75,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-02,6.44,0.02091,6.22682,2.75,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-03,6.44,0.02091,6.22682,2.75,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-04,6.44,0.02091,6.22682,2.75,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-05,6.51,0.02091,6.22682,2.75,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-06,6.47,0.02091,6.22682,2.75,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-07,6.5,0.02091,6.22682,2.75,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-08,6.54,0.02091,6.22682,2.75,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-09,6.47,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-10,6.47,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-11,6.47,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-12,6.54,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-13,6.46,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-14,6.54,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-15,6.7,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-16,6.46,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-17,6.46,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-18,6.46,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-19,6.51,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-20,6.49,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-21,6.47,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-22,6.52,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-23,6.51,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-24,6.51,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-25,6.51,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-26,6.63,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-27,6.56,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-28,6.5,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-29,6.76,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-06-30,6.86,0.02091,6.22682,3.25,5.5525,3.20290635,6.23,6.88,6.72,3.94
2000-07-01,6.86,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-02,6.86,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-03,7.03,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-04,7.03,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-05,6.52,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-06,6.51,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-07,6.42,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-08,6.42,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-09,6.42,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-10,6.51,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-11,6.39,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-12,6.38,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-13,6.5,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-14,6.51,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-15,6.51,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-16,6.51,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-17,6.58,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-18,6.47,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-19,6.45,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-20,6.52,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-21,6.51,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-22,6.51,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-23,6.51,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-24,6.52,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-25,6.46,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-26,6.49,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-27,6.52,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-28,6.44,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-29,6.44,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-30,6.44,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-07-31,6.64,0.021,6.19247,3.25,5.6,3.2905062857142906,6.2,6.83,6.91,4.03
2000-08-01,6.51,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-02,6.42,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-03,6.45,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-04,6.44,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-05,6.44,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-06,6.44,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-07,6.46,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-08,6.44,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-09,6.48,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-10,6.52,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-11,6.5,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-12,6.5,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-13,6.5,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-14,6.58,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-15,6.63,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-16,6.48,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-17,6.47,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-18,6.44,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-19,6.44,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-20,6.44,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-21,6.48,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-22,6.42,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-23,6.5,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-24,6.56,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-25,6.54,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-26,6.54,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-27,6.54,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-28,6.57,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-29,6.51,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-30,6.51,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-08-31,6.65,0.15522,6.21754,3.25,5.618,3.30846527272727,6.49,6.74,7.12,4.0
2000-09-01,6.52,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-02,6.52,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-03,6.52,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-04,6.52,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-05,6.61,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-06,6.56,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-07,6.53,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-08,6.5,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-09,6.5,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-10,6.5,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-11,6.5,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-12,6.47,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-13,6.47,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-14,6.5,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-15,6.55,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-16,6.55,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-17,6.55,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-18,6.44,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-19,6.4,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-20,6.5,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-21,6.53,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
2000-09-22,6.48,0.2495,6.20569,3.5,5.5725,3.3217070952381,6.57,6.66,7.33,3.94
